LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=701^DOC_NO=1017653^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1017653^DOC_REV=()^DOC_SHEET=1^,30,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1022820^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=701^DOC_NO=1022820^DOC_REV=()^DOC_SHEET=1^,10,Cognizant Engineer,,,,100543,
DocIssue,DOC_CLASS=825^DOC_NO=1025092^DOC_REV=()^DOC_SHEET=1^,10,Create Outside Op Item,,,,100494,
DocIssue,DOC_CLASS=825^DOC_NO=1025092^DOC_REV=()^DOC_SHEET=1^,20,Setup Receiving Inspection,,,,103629,
DocIssue,DOC_CLASS=825^DOC_NO=1025092^DOC_REV=()^DOC_SHEET=1^,20,Finance - Create Work Center,,,,100745,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,10,Create Outside Op Item,,,,100494,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,20,Setup Receiving Inspection,,,,103629,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,20,Finance - Create Work Center,,,,100745,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Add Outside Service Operation,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Edit Transport Time,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Edit Outside Op Item,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Edit Outside Op Rpt Level,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Calculate Lead Time,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Change Lead time for Part,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Change Cumulative Lead Time,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Go to Subcontracting Cost,,,,100085,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,30,Go to Subcontracting Cost & enter cost,,,,100085,
DocIssue,DOC_CLASS=700^DOC_NO=1023284^DOC_REV=()^DOC_SHEET=1^,10,Update Assembly Instruction,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1023284^DOC_REV=()^DOC_SHEET=1^,10,Update Drawing,,,,100137,
DocIssue,DOC_CLASS=700^DOC_NO=1023284^DOC_REV=()^DOC_SHEET=1^,40,Cognizant Engineer,,,,100756,
DocIssue,DOC_CLASS=700^DOC_NO=1023284^DOC_REV=()^DOC_SHEET=1^,70,Release to MFG,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1023284^DOC_REV=()^DOC_SHEET=1^,5,Cognizant Engineer,,,,100756,
DocIssue,DOC_CLASS=701^DOC_NO=1033672^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1034610^DOC_REV=(-)^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1034610^DOC_REV=(-)^DOC_SHEET=1^,10,MFG Engineer,,,,100679,
DocIssue,DOC_CLASS=230^DOC_NO=1033855^DOC_REV=()^DOC_SHEET=1^,10,Sales to look over quote,,"Pam, quote is done and is also in the part catalog for the CT373.
(4.3.08 VQH)",,103629,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,40,Create Outside Op Item,,,,100494,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,50,Setup Receiving Inspection,,,,103629,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,50,Finance - Create Work Center,,,,100745,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,60,Add Outside Service Item,,,,100369,
DocIssue,DOC_CLASS=825^DOC_NO=1029739^DOC_REV=()^DOC_SHEET=1^,60,Add Subcontracting cost,,,,100369,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,40,Cog. Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,45,Manf. Engineer,,,,100372,
DocIssue,DOC_CLASS=701^DOC_NO=1043675^DOC_REV=()^DOC_SHEET=1^,15,Design Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1049488^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1049488^DOC_REV=()^DOC_SHEET=1^,25,Engineering Support Superviser,,,,100468,
DocIssue,DOC_CLASS=700^DOC_NO=1047750^DOC_REV=()^DOC_SHEET=1^,40,Cognizant Engineer,,customer cancelled order in June.  This ECO is dead.,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1047750^DOC_REV=()^DOC_SHEET=1^,30,Drafter,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1047750^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1E^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1E^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EB^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EB^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EE^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EE^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EE-R^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EE-R^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EN^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EN^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EO^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EO^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EZ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EZ^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1G^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1G^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1GS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1GS^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1GV^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AC^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AC^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AK^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AK^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AM^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AM^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AN^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AN^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AP^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AP^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1GV^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HB^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HB^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HE^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HE^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HO^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1HO^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1I^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1I^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1J^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1J^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JA^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JA^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JH^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JH^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JL^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JL^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JN^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1JN^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1K^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1K^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KG^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KG^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KO^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KO^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KU^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KU^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KW^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KW^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LJ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LJ^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LN^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LN^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LR^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1LR^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1M^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1M^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1MH^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1MH^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1N^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1N^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1QS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1QS^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1QT^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1QT^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1S^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1S^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1SB^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1SB^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1SG^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1SG^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1TK^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1TK^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1TY^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1TY^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1UI^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1UI^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1V^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1V^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1W^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1W^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1Z^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1Z^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111FA1DS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111FB1DQ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111FB1S^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111NA1DS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111NQ1BL^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1EI^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AB^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BF^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1KS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1L^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1A^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AG^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1AI^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BK^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1A^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1AV^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1BF^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1BJ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1BK^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1BU^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1C^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1EN^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1EZ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1GH^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1KM^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1L^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1LJ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1SE^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1TL^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1TM^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1B^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1B^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1B-R^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1B-R^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BC^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BC^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BJ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BJ^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BV^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1BV^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1C^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1C^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1D^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1D^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DB^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DB^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DO^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DO^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DS^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DS^,30,Set parts to Obsolete,,,,103629,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1Z^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PF1ZQ^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PW1AA^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PW1BI^,20,Move materials per ECO 1043648,,,,100294,
DocIssue,DOC_CLASS=825^DOC_NO=1049087^DOC_REV=()^DOC_SHEET=1^,10,Create Outside Op Item,,,,100494,
DocIssue,DOC_CLASS=825^DOC_NO=1049087^DOC_REV=()^DOC_SHEET=1^,20,Setup Receiving Inspection,,,,103629,
DocIssue,DOC_CLASS=825^DOC_NO=1049087^DOC_REV=()^DOC_SHEET=1^,20,Finance - Create Work Center,,,,100745,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DU^,20,Move materials per ECO 1043648,,,,100294,
InventoryPart,CONTRACT=100^PART_NO=380-TT111PX1DU^,30,Set parts to Obsolete,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1051946^DOC_REV=()^DOC_SHEET=1^,10,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1051946^DOC_REV=()^DOC_SHEET=1^,70,Release to MFG,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1051946^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1056576^DOC_REV=()^DOC_SHEET=1^,30,"MFG Engineer (4, 5, 6,7)",,,,100397,
DocIssue,DOC_CLASS=700^DOC_NO=1056576^DOC_REV=()^DOC_SHEET=1^,10,"Engineering Coordinator, Start ECO",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=1056576^DOC_REV=()^DOC_SHEET=1^,60,"Engineering Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=1056576^DOC_REV=()^DOC_SHEET=1^,27,"Cognizant Engineer (3, 5, 23)",,,,100409,
DocIssue,DOC_CLASS=700^DOC_NO=1056576^DOC_REV=()^DOC_SHEET=1^,25,Drafter,,,,100043,
DocIssue,DOC_CLASS=701^DOC_NO=1058035^DOC_REV=()^DOC_SHEET=1^,10,"Cognizant Engineer (12, 9)",,"Kristina, I started an ECO (#1069308)
Then somehow I deleted the Approvals, that were on here already.
I need to know if we want to add an Eng step that would cause Shop Orders to stop.
Will you approve this again so that I can close out the ECR, Please.
Pat.",,100634,
DocIssue,DOC_CLASS=701^DOC_NO=1058035^DOC_REV=()^DOC_SHEET=1^,20,"Engineering Coord, Start ECO",,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=1065173^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1065173^DOC_REV=()^DOC_SHEET=1^,10,MFG Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1065173^DOC_REV=()^DOC_SHEET=1^,5,MFG Engineer,,,,100435,
DocIssue,DOC_CLASS=701^DOC_NO=1065173^DOC_REV=()^DOC_SHEET=1^,30,Cognizant Engineer,,ECR rejected due to lack of information,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1073662^DOC_REV=()^DOC_SHEET=1^,10,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1073662^DOC_REV=()^DOC_SHEET=1^,70,Release to MFG,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1073662^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,100430,
DocIssue,DOC_CLASS=700^DOC_NO=1073662^DOC_REV=()^DOC_SHEET=1^,60,Material Managment,,,,100276,
DocIssue,DOC_CLASS=700^DOC_NO=1073385^DOC_REV=()^DOC_SHEET=1^,30,"MFG Engineer (4, 5, 6,7)",,"Avg Sensor wire changes.  Tony, rough drafts in connected objects",,100397,
DocIssue,DOC_CLASS=700^DOC_NO=1073385^DOC_REV=()^DOC_SHEET=1^,25,Drafter,,Avg Sensor wire changes,,100043,
DocIssue,DOC_CLASS=700^DOC_NO=1073385^DOC_REV=()^DOC_SHEET=1^,50,Material Management - Update data,,,,100294,
DocIssue,DOC_CLASS=701^DOC_NO=1070102^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1070102^DOC_REV=()^DOC_SHEET=1^,10,MFG Engineer,,,,100624,
DocIssue,DOC_CLASS=701^DOC_NO=1070102^DOC_REV=()^DOC_SHEET=1^,5,MFG Engineer,,,,100435,
DocIssue,DOC_CLASS=700^DOC_NO=1073385^DOC_REV=()^DOC_SHEET=1^,27,Cog Eng,,MTM Avg Sensor wire changes,,100397,
DocIssue,DOC_CLASS=701^DOC_NO=1073927^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1073927^DOC_REV=()^DOC_SHEET=1^,10,MFG Engineer,,ARMAN ,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1073927^DOC_REV=()^DOC_SHEET=1^,5,MFG Engineer,,,,100435,
DocIssue,DOC_CLASS=701^DOC_NO=1073927^DOC_REV=()^DOC_SHEET=1^,30,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1373073^DOC_REV=()^DOC_SHEET=1^,20,MFG Enginerring review,,,,100628,
DocIssue,DOC_CLASS=701^DOC_NO=1077887^DOC_REV=()^DOC_SHEET=1^,25,Mfg Eng end,,OK if we change continuity to approximate room temperature resistance BAL,,100628,
DocIssue,DOC_CLASS=701^DOC_NO=1077887^DOC_REV=()^DOC_SHEET=1^,20,"Engineering Coord, Start ECO",,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=1077887^DOC_REV=()^DOC_SHEET=1^,5,Mfg Eng start,,,,100628,
DocIssue,DOC_CLASS=701^DOC_NO=1043675^DOC_REV=()^DOC_SHEET=1^,17,Design Engineer,,"Rejected, see ECR form",,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1086032^DOC_REV=()^DOC_SHEET=1^,10,Initiating Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1077887^DOC_REV=()^DOC_SHEET=1^,10,"Cognizant Engineer (12, 9)",,Bruce - I had for 14 days KRQ,,100409,
